date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:54	17637/17637	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2017%20Dec%202024%2015:15:53%20GMT	http://use.typekit.net/ik/LlCNXvUNZk6oJbBzdhUetZHXhZXCA0w3CRBJMad_MzGfel6gfHYEBsJzwD9oFDIDWDgKwejU5QB8wAIajDsKjRgRjQ8c52Ih5QbhF2myZA9owD9hwRjkZR9-mkG0dW83da4XZcNC-Av0jhNlOfG0SY4zwKuh-AmaOcuoSeNkieZzde8zOcFzdPUlpWgzS1scdhUTdkoRdhXCSY4zwKuh-AmaOcuoSeNkieZzde8zOcFzdPJIZ1s0-kJIicFDdPG4fJsmIMMjgfMfH6qJxubbMg6BJMJ7fbKgmsMMeMS6MKG4fHvgIMIjgfMfH6qJK3IbMs6YJMHbMSdilNMB.js?cb=f55b45a3e8ad93d0a224939951d8339444a0d5cb	C:/My%20Web%20Sites/port/use.typekit.net/ik/LlCNXvUNZk6oJbBzdhUetZHXhZXCA0w3CRBJMad_MzGfel6gfHYEBsJzwD9oFDIDWDgKwejU5QB8wAIajDsKjRgRjQ8c52Ih5QbhF2myZA9owD9hwRjkZR9-mkG0dW83da4XZcNC-Av0jhNlOfG0SY4zwKuh-AmaOcuoSeNkieZzde8zOcFzdPUlpWgzS1scdhUT	(from https://duartemanhita.myportfolio.com/)
15:15:54	288241/288241	---M--	200	added ('OK')	image/jpeg	etag:d964158ecfd9066706db8033a573e6a3	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/15096c17-6ed8-4edc-a74f-c7a9421d1c6b_rwc_154x0x667x667x667.jpg?h=8592ab8d3efd924a1225930c2c4bddc8	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/15096c17-6ed8-4edc-a74f-c7a9421d1c6b_rwc_154x0x667x667x6670ffe.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:54	354733/354733	---M--	200	added ('OK')	application/javascript	etag:%22674dea4e-569ad%22	https://duartemanhita.myportfolio.com/dist/js/main.js?cb=f55b45a3e8ad93d0a224939951d8339444a0d5cb	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/dist/js/main274d.js	(from https://duartemanhita.myportfolio.com/)
15:15:54	41794/41794	---M--	200	added ('OK')	text/css	etag:7883d7b90e6ed3c0323df9361f17d592	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/a9cf2b7fb1dbe6ffa88361888e31ad9f1733682080.css?h=284b832be3090afbd2a641d754b5936f	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/a9cf2b7fb1dbe6ffa88361888e31ad9f17336820801054.css	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:54	100875/100875	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2015:15:54%20GMT	https://duartemanhita.myportfolio.com/tcr-europe-valencia-2024	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/tcr-europe-valencia-2024.html	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:55	94175/94175	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2015:15:54%20GMT	https://duartemanhita.myportfolio.com/tcr-spain-estoril-2024	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/tcr-spain-estoril-2024.html	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:55	132268/132268	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2015:15:54%20GMT	https://duartemanhita.myportfolio.com/24h-portimao-24h-series-2024	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/24h-portimao-24h-series-2024.html	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:55	99408/99408	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2015:15:55%20GMT	https://duartemanhita.myportfolio.com/winter-series-estoril-portimao-2024	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/winter-series-estoril-portimao-2024.html	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:55	84509/84509	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2015:15:55%20GMT	https://duartemanhita.myportfolio.com/pscse-portimao-estoril-2024	C:/My%20Web%20Sites/port/duartemanhita.myportfolio.com/pscse-portimao-estoril-2024.html	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:55	23109/23109	---M--	200	added ('OK')	image/jpeg	etag:a1890ee897d74ca170a2905308ec62aa	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/15096c17-6ed8-4edc-a74f-c7a9421d1c6b_rwc_154x0x667x667x32.jpg?h=6ed22c466cc690eec78d9ab2d8e4b0a6	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/15096c17-6ed8-4edc-a74f-c7a9421d1c6b_rwc_154x0x667x667x32a400.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:56	25373/25373	---M--	200	added ('OK')	image/jpeg	etag:4c07a28d16c6c32da961228d735bf439	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/93e73cba-b88d-44bd-a1ff-b38c9c9defa9_rwc_321x0x667x667x32.jpg?h=6a61d5464be6e5e063a4830640a54def	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/93e73cba-b88d-44bd-a1ff-b38c9c9defa9_rwc_321x0x667x667x32690a.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:56	22364/22364	---M--	200	added ('OK')	image/jpeg	etag:aa974efaaa7c0780789df2d0a75482d8	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9d4ee001-832e-4601-bc98-0fd0623d1ec2_rwc_63x0x667x667x32.jpg?h=5442122668cd9f5420b4eb7e37c226ad	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9d4ee001-832e-4601-bc98-0fd0623d1ec2_rwc_63x0x667x667x321cac.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:56	18097/18097	---M--	200	added ('OK')	image/jpeg	etag:c4939a6083993765cfa3dd4fcb6dda04	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/7d6c3c06-9988-4c8a-b037-fbfa17bcd611_rwc_69x0x667x667x32.jpg?h=28d0ee16662f5abbccf58aa26f49be54	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/7d6c3c06-9988-4c8a-b037-fbfa17bcd611_rwc_69x0x667x667x32ef52.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:56	2360/2360	---M--	200	added ('OK')	image/jpeg	etag:7ec53ebd4e0abaa76cd0586a8199666a	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/24f2accf-b18a-42e4-85b3-c54e72d52b57_rwc_54x0x667x667x32.jpg?h=7ebb191411558624fc1ae55c0bf0fc7f	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/24f2accf-b18a-42e4-85b3-c54e72d52b57_rwc_54x0x667x667x32acc1.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:57	2710/2710	---M--	200	added ('OK')	image/jpeg	etag:02abe53e804d410d70b2e378f1f98506	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9505a6a4-3698-4d6e-98ff-d46b2015952c_rwc_9x0x667x667x32.jpg?h=903d0967e06a811ef33ec9b43b52e873	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9505a6a4-3698-4d6e-98ff-d46b2015952c_rwc_9x0x667x667x32ccb8.jpg	(from https://duartemanhita.myportfolio.com/portfolio)
15:15:57	74093/74093	---M--	200	added ('OK')	text/css	etag:347e2a5925ea9a4118741e6440921969	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/dec8810aeafbbde3f024de6790dd35581733682080.css?h=112faf74b86f29886f5a965f0925f4d4	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/dec8810aeafbbde3f024de6790dd3558173368208011d2.css	(from https://duartemanhita.myportfolio.com/iberian-supercars-2024-season-official-photographer)
15:15:57	79179/79179	---M--	200	added ('OK')	text/css	etag:47a87d87c73ec78b94e4849992bef7b6	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/581de219e0e69460f843e9f1e496eb1f1733682080.css?h=09db1af9792a24e308dd19d0ac721dee	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/581de219e0e69460f843e9f1e496eb1f1733682080925d.css	(from https://duartemanhita.myportfolio.com/about)
15:15:58	80826/80826	---M--	200	added ('OK')	text/css	etag:cfb79008e0c97e780119f4c64eadc684	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/e4a5baf5eff4b247d15b841c54851d4e1733682080.css?h=d82c36f32e1f645d77c38a557e5acd9b	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/e4a5baf5eff4b247d15b841c54851d4e17336820801de1.css	(from https://duartemanhita.myportfolio.com/contact)
15:15:58	445296/445296	---M--	200	added ('OK')	image/jpeg	etag:b1a77849005b6b49caef39b3c831550f	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/45640798-7a51-416b-b329-a05dd205785b_rwc_0x0x1500x1000x4096.jpg?h=492cca414879677e44c7d9ab98ffbc49	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/45640798-7a51-416b-b329-a05dd205785b_rwc_0x0x1500x1000x40966200.jpg	(from https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/7e4ab86953a78e0d76d27620fc8a095c1733682080.css?h=5dcd9f15ded2f93d0f0aee48d7c6697d)
15:15:58	263095/263095	---M--	200	added ('OK')	image/jpeg	etag:b18200583f651c6ff19dbc69f9c3a67d	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/93e73cba-b88d-44bd-a1ff-b38c9c9defa9_rwc_321x0x667x667x667.jpg?h=f28ed5d06bb78e280d74aba3dac252ce	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/93e73cba-b88d-44bd-a1ff-b38c9c9defa9_rwc_321x0x667x667x667fddf.jpg	(from https://duartemanhita.myportfolio.com/tcr-europe-valencia-2024)
15:15:58	74093/74093	---M--	200	added ('OK')	text/css	etag:6e28c077575d38e3390e409a53e3fb0d	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/b18ab9050a37c9e4b87e8d8df6a24fa01733682080.css?h=4dacc7be065170b3c167712258e8eb41	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/b18ab9050a37c9e4b87e8d8df6a24fa01733682080400d.css	(from https://duartemanhita.myportfolio.com/tcr-europe-valencia-2024)
15:15:59	259557/259557	---M--	200	added ('OK')	image/jpeg	etag:a78f5f67570d011b50be1d1fcbb59a24	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9d4ee001-832e-4601-bc98-0fd0623d1ec2_rwc_63x0x667x667x667.jpg?h=bd5bdc1077310a1bd8052ff8bf65a6fa	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9d4ee001-832e-4601-bc98-0fd0623d1ec2_rwc_63x0x667x667x667e861.jpg	(from https://duartemanhita.myportfolio.com/tcr-spain-estoril-2024)
15:15:59	74093/74093	---M--	200	added ('OK')	text/css	etag:b67876e5bbfbf72caeb90fa928e306d7	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/76a00629dd68c42893ad14773e9177211733682080.css?h=f59a76209ce9458364b0af7e27bcbcd1	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/76a00629dd68c42893ad14773e917721173368208007b9.css	(from https://duartemanhita.myportfolio.com/tcr-spain-estoril-2024)
15:15:59	193970/193970	---M--	200	added ('OK')	image/jpeg	etag:1728ac4c90a66c9d8add3232daed3086	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/7d6c3c06-9988-4c8a-b037-fbfa17bcd611_rwc_69x0x667x667x667.jpg?h=1b4b4230eb33d32a4b3a5cf83909e0ab	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/7d6c3c06-9988-4c8a-b037-fbfa17bcd611_rwc_69x0x667x667x667d35c.jpg	(from https://duartemanhita.myportfolio.com/24h-portimao-24h-series-2024)
15:16:00	74093/74093	---M--	200	added ('OK')	text/css	etag:1fa48cb6508e57e326276ab545d64b77	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/874eecd6623ce1121c938a5b471e47571733682080.css?h=0ab659b08ff431a3edfe61f814b6e8e6	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/874eecd6623ce1121c938a5b471e47571733682080d61c.css	(from https://duartemanhita.myportfolio.com/24h-portimao-24h-series-2024)
15:16:00	127264/127264	---M--	200	added ('OK')	image/jpeg	etag:bbecf62aa0c96eca3374d7ee2110dc4b	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/24f2accf-b18a-42e4-85b3-c54e72d52b57_rwc_54x0x667x667x667.jpg?h=2f67d60e82d59652924e5bac3d304559	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/24f2accf-b18a-42e4-85b3-c54e72d52b57_rwc_54x0x667x667x667af2b.jpg	(from https://duartemanhita.myportfolio.com/winter-series-estoril-portimao-2024)
15:16:00	74093/74093	---M--	200	added ('OK')	text/css	etag:7b70a51b442bbb4bd6e58b0ceafcf405	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/50b888a837ad5dc1cfb99b2b50ed3b9b1733682080.css?h=c432f3979c2fb5a6728bfbfb7c459dc2	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/50b888a837ad5dc1cfb99b2b50ed3b9b1733682080aeac.css	(from https://duartemanhita.myportfolio.com/winter-series-estoril-portimao-2024)
15:16:00	178868/178868	---M--	200	added ('OK')	image/jpeg	etag:8569b65d319459e66b8b74577ee4d439	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9505a6a4-3698-4d6e-98ff-d46b2015952c_rwc_9x0x667x667x667.jpg?h=d3098e025166cd38073dc2b72bf9b3ca	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/9505a6a4-3698-4d6e-98ff-d46b2015952c_rwc_9x0x667x667x667099b.jpg	(from https://duartemanhita.myportfolio.com/pscse-portimao-estoril-2024)
15:16:01	74093/74093	---M--	200	added ('OK')	text/css	etag:720251f909a729eda1cf801e161f75eb	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/45f9a795c04369e72e2c6acfe3ed8bfe1733682080.css?h=6343c77753ac2e475dd9bf772f562905	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/45f9a795c04369e72e2c6acfe3ed8bfe17336820807b1a.css	(from https://duartemanhita.myportfolio.com/pscse-portimao-estoril-2024)
15:16:01	188291/188291	---M--	200	added ('OK')	image/jpeg	etag:bb20dfb00f0cd72afd6e52f6529c223e	https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/821824fc-e374-4a80-8dcc-1eed5d18049d_rwc_0x0x800x1000x4096.jpg?h=178994dbc040b4a046583d8fbc60bf4f	C:/My%20Web%20Sites/port/cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/821824fc-e374-4a80-8dcc-1eed5d18049d_rwc_0x0x800x1000x4096e8a7.jpg	(from https://cdn.myportfolio.com/35f16170-ae37-4568-a70d-0b55f1099141/581de219e0e69460f843e9f1e496eb1f1733682080.css?h=09db1af9792a24e308dd19d0ac721dee)
